game_session,installation_id,title,num_correct,num_incorrect,accuracy,accuracy_group
3a50778205e34531,004c2091,Cauldron Filler (Assessment),1,0,1,3
4e446ee715d1bd94,004c2091,Bird Measurer (Assessment),0,1,0,0
ae5de691ea2252f1,004c2091,Cauldron Filler (Assessment),1,0,1,3
1454d273262f61e3,00634433,Cauldron Filler (Assessment),1,0,1,3
440633fe3ef55b90,00634433,Cart Balancer (Assessment),1,0,1,3
8c2d5dff4635d020,00634433,Chest Sorter (Assessment),0,1,0,0
900f3ed7ba1a3e72,00667b88,Cart Balancer (Assessment),0,1,0,0
a01b01d1e22d0446,00667b88,Cart Balancer (Assessment),1,0,1,3
01d44d1b32c3da7f,00691033,Mushroom Sorter (Assessment),0,3,0,0
27cf0c9a24932c72,00691033,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
57e99afbe299eee7,00691033,Bird Measurer (Assessment),0,7,0,0
6356ad12dfc4be2f,00691033,Mushroom Sorter (Assessment),0,6,0,0
9d2a83e6be787757,00691033,Bird Measurer (Assessment),1,2,0.3333333333333333,1
a4060f56e5b8b57b,00691033,Bird Measurer (Assessment),0,7,0,0
afbc42ed46d8d8b6,00691033,Chest Sorter (Assessment),0,4,0,0
d177c3ef04370586,00691033,Cauldron Filler (Assessment),1,0,1,3
f76ce167ea7e64ac,00691033,Bird Measurer (Assessment),0,8,0,0
13ef4c0f43016c21,00a0dbeb,Cart Balancer (Assessment),0,3,0,0
8d95ce85370a27f1,00a0dbeb,Cart Balancer (Assessment),0,6,0,0
9debd3d366d92441,00a0dbeb,Cart Balancer (Assessment),0,1,0,0
a77bfd165bda7f8f,00a0dbeb,Cart Balancer (Assessment),0,2,0,0
4adfc08b1da953b0,00a53963,Mushroom Sorter (Assessment),1,0,1,3
7cf1b76f9a705306,00ad158e,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
6505823b46937a52,00b9d8e6,Cart Balancer (Assessment),1,1,0.5,2
9166fbf0ebef112b,00cef781,Cart Balancer (Assessment),1,0,1,3
13fb574a0788a342,00e17272,Cart Balancer (Assessment),1,0,1,3
6c8fab7964639f37,00e17272,Bird Measurer (Assessment),1,1,0.5,2
79b23df7134680d6,00e17272,Cart Balancer (Assessment),1,0,1,3
7c99edfbd81036e7,00e17272,Chest Sorter (Assessment),1,1,0.5,2
9444d34477d7f2c5,00e17272,Cauldron Filler (Assessment),1,0,1,3
a8c4aa084792d9bc,00e17272,Cauldron Filler (Assessment),1,0,1,3
a8f34c37b52dcf4e,00e17272,Cauldron Filler (Assessment),1,0,1,3
b1fa320f360a5df7,00e17272,Mushroom Sorter (Assessment),1,0,1,3
06e4408045163fdd,00e536bf,Bird Measurer (Assessment),1,2,0.3333333333333333,1
303c177193a14b1c,00e536bf,Cart Balancer (Assessment),1,0,1,3
5ffe7ca662764707,00e536bf,Chest Sorter (Assessment),0,5,0,0
6fdf341bb1535e56,00e536bf,Cauldron Filler (Assessment),1,1,0.5,2
dd06aeacbb593d36,00e536bf,Chest Sorter (Assessment),1,0,1,3
e79a6fc420a2e2ae,00e536bf,Cart Balancer (Assessment),1,0,1,3
f1907f95d0e87916,00e536bf,Chest Sorter (Assessment),1,0,1,3
f39c4fd3c2f3d7d9,00e536bf,Cauldron Filler (Assessment),1,0,1,3
2eafd59d5ecf1b1e,00fa8681,Bird Measurer (Assessment),1,2,0.3333333333333333,1
98823b83956d6274,00fa8681,Chest Sorter (Assessment),0,1,0,0
b4b25b2c4f2b6ada,00fa8681,Mushroom Sorter (Assessment),1,0,1,3
22e0b69bad7a475c,00fc65b6,Cauldron Filler (Assessment),1,1,0.5,2
2c8372907b2e7a29,00fc65b6,Chest Sorter (Assessment),1,0,1,3
2f2edeb4ee1a6b96,00fc65b6,Cauldron Filler (Assessment),1,0,1,3
3cb1a0a7c6e5c4cb,00fc65b6,Cart Balancer (Assessment),1,0,1,3
469b3ff25bf7824f,00fc65b6,Bird Measurer (Assessment),1,0,1,3
71190e29b29e7488,00fc65b6,Mushroom Sorter (Assessment),1,0,1,3
7e02851957b1e0df,00fc65b6,Chest Sorter (Assessment),1,10,0.09090909090909091,1
d4913074c3614940,00fc65b6,Cart Balancer (Assessment),1,0,1,3
ea2738fba4f2c341,00fc65b6,Cart Balancer (Assessment),1,2,0.3333333333333333,1
49f65396b901366f,010bc1d5,Bird Measurer (Assessment),0,2,0,0
77c0ffc58b95748a,010bc1d5,Mushroom Sorter (Assessment),1,0,1,3
f5fea737ce83acc6,01120f12,Bird Measurer (Assessment),0,2,0,0
65f9c6e01c6865d3,0153c957,Bird Measurer (Assessment),0,6,0,0
200bd213d65096c3,0155dd86,Cart Balancer (Assessment),1,0,1,3
5fd64cfdd2568004,0155dd86,Chest Sorter (Assessment),0,2,0,0
975a971cc0127015,0155dd86,Cart Balancer (Assessment),1,0,1,3
a7d5f59c4f1ffbe2,0155dd86,Chest Sorter (Assessment),0,3,0,0
dcf813428d8da7e7,0155dd86,Chest Sorter (Assessment),0,4,0,0
032880a4dca1fb6b,015776b4,Cart Balancer (Assessment),1,0,1,3
48e17f187b5cb6ec,015776b4,Chest Sorter (Assessment),0,7,0,0
ab3a4c946cc5d51d,015776b4,Mushroom Sorter (Assessment),0,1,0,0
d13556881baa2662,015776b4,Cart Balancer (Assessment),1,0,1,3
e08d94488267c4fb,015776b4,Chest Sorter (Assessment),0,3,0,0
0d641058b46d3689,01582211,Cart Balancer (Assessment),1,0,1,3
2b06dcf3a9bc9ab5,01582211,Cauldron Filler (Assessment),1,0,1,3
902c22638fceb254,01582211,Chest Sorter (Assessment),0,2,0,0
b9e4e0faa3d91e1f,01582211,Cart Balancer (Assessment),1,1,0.5,2
ef94f97ffa892216,01582211,Chest Sorter (Assessment),0,4,0,0
facd0a672c49d732,0160e7c5,Cart Balancer (Assessment),1,2,0.3333333333333333,1
39f3e52339d99ca2,01825124,Bird Measurer (Assessment),1,0,1,3
77023c0a71fe835e,01825124,Mushroom Sorter (Assessment),1,4,0.2,1
f8de7f9f1baedba3,01825124,Bird Measurer (Assessment),1,3,0.25,1
00097cda27afb726,01bdd720,Mushroom Sorter (Assessment),1,0,1,3
2cbd37f1442b2b80,01bdd720,Bird Measurer (Assessment),1,0,1,3
2d2412f750d8312a,01bdd720,Cart Balancer (Assessment),1,0,1,3
85941aefc2a33c8b,01bdd720,Cart Balancer (Assessment),1,0,1,3
bf5869a219895ae0,01bdd720,Chest Sorter (Assessment),0,4,0,0
18875f87420dbf0c,01cc53f3,Cart Balancer (Assessment),1,0,1,3
85056f5ceab5ecbf,01cc53f3,Cauldron Filler (Assessment),1,0,1,3
bda68fe31bdb26ce,01cc53f3,Chest Sorter (Assessment),1,0,1,3
f4fdc6a63468f3c2,01cc53f3,Cart Balancer (Assessment),1,0,1,3
bb3738392f5a4ae0,01d5e1f5,Bird Measurer (Assessment),0,1,0,0
0de0d35f85afd76c,01f71702,Chest Sorter (Assessment),0,4,0,0
2c41091dc88157d5,01f71702,Cart Balancer (Assessment),1,0,1,3
93b8e335aad20961,01f71702,Cauldron Filler (Assessment),1,1,0.5,2
9868ede08f01d6f6,01f71702,Mushroom Sorter (Assessment),1,0,1,3
ccd4bb61d0b2efd3,01f71702,Bird Measurer (Assessment),1,0,1,3
d365ff77f064a4b3,01f71702,Bird Measurer (Assessment),1,1,0.5,2
09c766b97c48a6c8,01faa4bf,Bird Measurer (Assessment),1,0,1,3
23ab90d32ab5975a,01faa4bf,Mushroom Sorter (Assessment),1,0,1,3
54df108d0f618be0,01faa4bf,Cart Balancer (Assessment),1,0,1,3
a7edee7ee13299e4,01faa4bf,Chest Sorter (Assessment),1,1,0.5,2
0132e115e1f4378e,022183ab,Chest Sorter (Assessment),0,1,0,0
2dfc04be1cb9fe3b,022183ab,Mushroom Sorter (Assessment),1,0,1,3
3f71abf1e79cd767,022183ab,Cauldron Filler (Assessment),1,0,1,3
4c905efefad36d70,022183ab,Cart Balancer (Assessment),0,3,0,0
5fdf08cc0b27e88b,022183ab,Cart Balancer (Assessment),1,0,1,3
629226c7be26afe4,022183ab,Cart Balancer (Assessment),1,0,1,3
7de6e079182c4abf,022183ab,Cauldron Filler (Assessment),0,1,0,0
8ebe6ee60e38c3f8,022183ab,Chest Sorter (Assessment),0,3,0,0
916b951016dac5c8,022183ab,Bird Measurer (Assessment),0,6,0,0
b6b0b6c34f6097b6,022183ab,Mushroom Sorter (Assessment),0,1,0,0
d2299459fdf4b2ff,022183ab,Bird Measurer (Assessment),0,3,0,0
d90ea42f0b1a0d4a,022183ab,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
d983d9f2a6cf8f95,022183ab,Cart Balancer (Assessment),1,2,0.3333333333333333,1
eebf00d04d322732,022183ab,Cart Balancer (Assessment),0,2,0,0
07d386012a71175a,0235fe9a,Cauldron Filler (Assessment),1,1,0.5,2
1150402fda276e9e,0235fe9a,Mushroom Sorter (Assessment),0,2,0,0
5f76e52b637a69d4,0235fe9a,Chest Sorter (Assessment),0,1,0,0
8c054ce688e2d70a,0235fe9a,Cart Balancer (Assessment),1,0,1,3
e8420e88c35cc712,0235fe9a,Cauldron Filler (Assessment),1,1,0.5,2
58e820059c76e308,023c4bcb,Mushroom Sorter (Assessment),1,0,1,3
c9a1277e14729cf2,023c4bcb,Mushroom Sorter (Assessment),1,0,1,3
6efbdf71bbd3bde1,02490b06,Chest Sorter (Assessment),1,3,0.25,1
bbdf7e2ae92c2dfb,026035e9,Cauldron Filler (Assessment),0,3,0,0
c3dff8ba0d65a724,026035e9,Chest Sorter (Assessment),1,0,1,3
c97dc799500a71c5,026035e9,Mushroom Sorter (Assessment),1,0,1,3
cc3ca237b6ef9cc8,026e3733,Mushroom Sorter (Assessment),1,0,1,3
3918b575e60fa5d3,027b3c4c,Cauldron Filler (Assessment),1,0,1,3
78d852063cba2983,027b3c4c,Cart Balancer (Assessment),1,0,1,3
aa2a5310a5c10bc4,027b3c4c,Chest Sorter (Assessment),1,0,1,3
2c0ea0be0a69b266,0281f6bf,Cart Balancer (Assessment),1,0,1,3
64ca884781c9c764,0281f6bf,Mushroom Sorter (Assessment),1,1,0.5,2
708ad3acc6f78d9c,0281f6bf,Chest Sorter (Assessment),0,7,0,0
a5a86ac93032f84e,0281f6bf,Bird Measurer (Assessment),0,9,0,0
ac9f4c11e3987eb6,0281f6bf,Cauldron Filler (Assessment),1,0,1,3
fde480b00b67bf39,0281f6bf,Cauldron Filler (Assessment),1,0,1,3
278cc33cb108a989,02875dc2,Cart Balancer (Assessment),1,0,1,3
ea25fa79f1461b1f,02875dc2,Cart Balancer (Assessment),1,0,1,3
58fc97ef3490dc88,0293ae74,Mushroom Sorter (Assessment),1,1,0.5,2
5a585c48cabb5579,0293ae74,Cart Balancer (Assessment),1,0,1,3
68311bca12c85522,0293ae74,Bird Measurer (Assessment),1,3,0.25,1
6a099afa007b0d4a,0293ae74,Mushroom Sorter (Assessment),1,1,0.5,2
2a9be726af3ebd97,02aa515f,Cart Balancer (Assessment),1,0,1,3
a54f6bbbdac3827c,02aa515f,Cart Balancer (Assessment),0,1,0,0
b5a9bef83f89b4ba,02aa515f,Bird Measurer (Assessment),1,6,0.14285714285714285,1
d1228ecb363467b7,02aa515f,Cauldron Filler (Assessment),1,1,0.5,2
d5b087b6a1dd89ee,02aa515f,Chest Sorter (Assessment),0,3,0,0
04ae6595177fddcb,02b1fab4,Cart Balancer (Assessment),1,0,1,3
094e1b8a5460b027,02b1fab4,Bird Measurer (Assessment),1,0,1,3
0f162fdab2e2c86c,02b1fab4,Bird Measurer (Assessment),1,0,1,3
1593e825018cafe7,02b1fab4,Mushroom Sorter (Assessment),1,0,1,3
1dd4c241487c453f,02b1fab4,Mushroom Sorter (Assessment),1,0,1,3
3351196298c8e1a7,02b1fab4,Cauldron Filler (Assessment),1,0,1,3
611cecf2a9f4d6a8,02b1fab4,Chest Sorter (Assessment),1,0,1,3
6aec1d5b2318ae18,02b1fab4,Cart Balancer (Assessment),1,0,1,3
fa16cfe02f887b22,02b1fab4,Chest Sorter (Assessment),1,0,1,3
08b0844e29327b31,02c975bc,Cart Balancer (Assessment),1,0,1,3
24375213467dc2d8,02c975bc,Cart Balancer (Assessment),1,0,1,3
27fcd3d60d786fae,02c975bc,Mushroom Sorter (Assessment),1,0,1,3
2b1d065fac9072ac,02c975bc,Cauldron Filler (Assessment),1,1,0.5,2
2c60bbb755f3f312,02c975bc,Bird Measurer (Assessment),1,1,0.5,2
46b2ef85e2fdf08b,02c975bc,Bird Measurer (Assessment),1,0,1,3
500f5977f28dd07d,02c975bc,Cart Balancer (Assessment),1,0,1,3
51f59746e00c99e1,02c975bc,Bird Measurer (Assessment),1,0,1,3
5b48300e6b8c1d8b,02c975bc,Chest Sorter (Assessment),1,1,0.5,2
65ec894e5ddcf322,02c975bc,Cauldron Filler (Assessment),1,0,1,3
72b6b290b7f9a3e4,02c975bc,Bird Measurer (Assessment),0,1,0,0
8342715700a579f4,02c975bc,Cart Balancer (Assessment),1,0,1,3
8af16a37782adaa0,02c975bc,Chest Sorter (Assessment),0,1,0,0
ba98d636ffe776a7,02c975bc,Cart Balancer (Assessment),1,4,0.2,1
d6c69adfbba0cdb6,02c975bc,Mushroom Sorter (Assessment),1,0,1,3
dca9a98de8145f70,02c975bc,Cauldron Filler (Assessment),1,0,1,3
e0ab08c35f6660b6,02c975bc,Cart Balancer (Assessment),0,1,0,0
e4aadc87592c470a,02c975bc,Cart Balancer (Assessment),1,0,1,3
0c613eecfb59ff0d,02cdd48e,Bird Measurer (Assessment),1,0,1,3
371da06effd4c290,02cdd48e,Cauldron Filler (Assessment),1,0,1,3
669b5a6dd9b10487,02cdd48e,Mushroom Sorter (Assessment),1,0,1,3
c5c88cbef0dce5d9,02cdd48e,Cart Balancer (Assessment),1,0,1,3
0522c00245be6a65,02cdfffd,Bird Measurer (Assessment),0,6,0,0
55dcf25ff1ecdd34,02cdfffd,Bird Measurer (Assessment),0,2,0,0
625e3e6cd264851d,02cdfffd,Bird Measurer (Assessment),1,1,0.5,2
6669218d2273050d,02cdfffd,Cauldron Filler (Assessment),1,3,0.25,1
6f6d8aab29d71c65,02cdfffd,Mushroom Sorter (Assessment),0,1,0,0
c6d10a77898681d5,02cdfffd,Cart Balancer (Assessment),1,0,1,3
cbb7fa0d47a0930f,02cdfffd,Chest Sorter (Assessment),0,2,0,0
d41c78ce4cc7cc1c,02cdfffd,Mushroom Sorter (Assessment),1,1,0.5,2
e324624ddea0b98f,02cdfffd,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
30cb87f4e39bcdd7,02e76f43,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
b2ef75b0eed42aa1,02e76f43,Cauldron Filler (Assessment),1,0,1,3
d4fb7bc0a578763c,02e76f43,Cauldron Filler (Assessment),1,0,1,3
3f15605bb307aa63,031af3b8,Cart Balancer (Assessment),1,0,1,3
89a9a84dfcea8661,031af3b8,Cart Balancer (Assessment),1,0,1,3
93afabfc3d429f28,031af3b8,Cauldron Filler (Assessment),1,1,0.5,2
bde7e5b2daa39086,031af3b8,Chest Sorter (Assessment),0,1,0,0
d6983eda6c6494c9,031af3b8,Bird Measurer (Assessment),0,1,0,0
08d2d0a800234b7c,0328fc8f,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
1de3862bd6e16242,0328fc8f,Cart Balancer (Assessment),0,1,0,0
48d94d457f5debc7,0328fc8f,Cart Balancer (Assessment),0,1,0,0
524720897d6c1efd,0328fc8f,Mushroom Sorter (Assessment),1,3,0.25,1
6722b775116cc022,0328fc8f,Chest Sorter (Assessment),1,0,1,3
69f37471a7d54ed2,0328fc8f,Mushroom Sorter (Assessment),0,1,0,0
a7284c2cfbfcddc6,0328fc8f,Cauldron Filler (Assessment),1,0,1,3
b1733a3fdedaa4d9,0328fc8f,Cart Balancer (Assessment),0,5,0,0
defc4e426c5a8c3f,0328fc8f,Cauldron Filler (Assessment),1,0,1,3
e5ff9590c8c656c9,0328fc8f,Chest Sorter (Assessment),0,3,0,0
e716326fc72ffac7,0328fc8f,Bird Measurer (Assessment),1,2,0.3333333333333333,1
e9a097df54be9548,0328fc8f,Chest Sorter (Assessment),1,0,1,3
06362e54083ddb3a,03401e19,Mushroom Sorter (Assessment),1,0,1,3
1ff106e70b1a3b4a,03401e19,Mushroom Sorter (Assessment),1,0,1,3
26240f9aa2624c63,03401e19,Bird Measurer (Assessment),1,0,1,3
32256918fade9468,03401e19,Cart Balancer (Assessment),1,3,0.25,1
33762a13e3efa077,03401e19,Bird Measurer (Assessment),1,2,0.3333333333333333,1
46b9f2e76600a91e,03401e19,Cart Balancer (Assessment),1,0,1,3
4bfb2b7d269e898f,03401e19,Chest Sorter (Assessment),0,5,0,0
504e95f3e4747c74,03401e19,Bird Measurer (Assessment),1,2,0.3333333333333333,1
6a4f1783120b4d89,03401e19,Cart Balancer (Assessment),1,0,1,3
849414629f9b18fa,03401e19,Cauldron Filler (Assessment),1,0,1,3
9b62aad010d15b91,03401e19,Cart Balancer (Assessment),1,0,1,3
bcdbe274b194a77a,03401e19,Cauldron Filler (Assessment),1,0,1,3
d6fffefbe6a6925b,03401e19,Mushroom Sorter (Assessment),1,0,1,3
db1ece73fb4c86c3,03401e19,Cart Balancer (Assessment),1,0,1,3
efba7435d8c03def,03401e19,Cart Balancer (Assessment),1,0,1,3
f7a7867c41163d2b,03401e19,Mushroom Sorter (Assessment),1,0,1,3
4ce4c4d5bfb8866a,03560e11,Chest Sorter (Assessment),1,1,0.5,2
f33d59e5c51035e0,03560e11,Cart Balancer (Assessment),1,0,1,3
0f5f7c7670b74106,03957682,Chest Sorter (Assessment),0,2,0,0
3203bd4ed10d4c11,03957682,Cart Balancer (Assessment),1,0,1,3
995247c167749050,03957682,Cauldron Filler (Assessment),1,0,1,3
c07c728127f0e4b7,03957682,Bird Measurer (Assessment),1,1,0.5,2
c2c75a8d3e3aafcc,03957682,Mushroom Sorter (Assessment),0,3,0,0
d3efd31a1114f403,03957682,Mushroom Sorter (Assessment),1,0,1,3
49aba589d8700114,039e4ac7,Cart Balancer (Assessment),1,0,1,3
9fb9e73b455ddd38,039e4ac7,Chest Sorter (Assessment),0,1,0,0
04c9d693668621eb,03a5b006,Chest Sorter (Assessment),0,5,0,0
1c3a202c4274cdc4,03a5b006,Cart Balancer (Assessment),1,0,1,3
4026e6b93c668dcb,03a5b006,Chest Sorter (Assessment),1,1,0.5,2
67a199fcaf540695,03a5b006,Cauldron Filler (Assessment),1,0,1,3
b7c995ca380cf960,03a5b006,Cauldron Filler (Assessment),1,0,1,3
e3698d04f3859aed,03a5b006,Cart Balancer (Assessment),1,0,1,3
e447d25e9c8509a3,03a5b006,Mushroom Sorter (Assessment),1,0,1,3
e556d27d5da05ac1,03a5b006,Cauldron Filler (Assessment),1,0,1,3
14084d2ac3dc9060,03b74be5,Mushroom Sorter (Assessment),0,1,0,0
366de5ec857b36b9,03b74be5,Mushroom Sorter (Assessment),1,0,1,3
7954f5121f48c541,03b74be5,Mushroom Sorter (Assessment),1,0,1,3
c793ee602e3f81ea,03b74be5,Mushroom Sorter (Assessment),1,1,0.5,2
067d1041b775c495,03bf2563,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
2909145685ebfea1,03bf2563,Cauldron Filler (Assessment),1,0,1,3
43d1be31db34e17a,03bf2563,Cauldron Filler (Assessment),1,0,1,3
44b1a2e90e953fc3,03bf2563,Cauldron Filler (Assessment),1,2,0.3333333333333333,1
7f1b214a87941443,03c5998d,Cauldron Filler (Assessment),1,1,0.5,2
868ccba25515339c,03cd458d,Chest Sorter (Assessment),0,7,0,0
957fabfa436afcde,03cd458d,Mushroom Sorter (Assessment),1,0,1,3
044b426a0caeba07,03d15b59,Mushroom Sorter (Assessment),1,0,1,3
118f75329ff99218,03d15b59,Cart Balancer (Assessment),1,0,1,3
3626b55dcace3ee2,03d15b59,Cart Balancer (Assessment),1,1,0.5,2
3e44d75f72f40d82,03d15b59,Bird Measurer (Assessment),1,0,1,3
6ec6e47b44c444de,03d15b59,Cart Balancer (Assessment),1,0,1,3
8edae88592ced658,03d15b59,Chest Sorter (Assessment),1,0,1,3
a92066a87862c385,03d15b59,Cauldron Filler (Assessment),1,0,1,3
df7c5609c867a0fb,03d15b59,Mushroom Sorter (Assessment),1,0,1,3
c34763bc49fb778e,03e38765,Cauldron Filler (Assessment),1,0,1,3
50372add55ccf705,03f89040,Cart Balancer (Assessment),1,0,1,3
7e67790a4fbbbd22,03f89040,Chest Sorter (Assessment),1,1,0.5,2
06e6406812214f15,040dbdbe,Mushroom Sorter (Assessment),1,0,1,3
513cd95615193cb2,040dbdbe,Bird Measurer (Assessment),1,1,0.5,2
20259585d61e0921,0413ae4a,Chest Sorter (Assessment),0,4,0,0
370f017b06390971,0413ae4a,Cart Balancer (Assessment),1,0,1,3
6cb65832914093e6,0413ae4a,Cauldron Filler (Assessment),1,0,1,3
af548c0efeb078d9,0413ae4a,Cauldron Filler (Assessment),1,1,0.5,2
6e4922960e5aced4,04240fb1,Cauldron Filler (Assessment),1,0,1,3
2d13c917fa31305d,0429e1ff,Cart Balancer (Assessment),0,4,0,0
30ab8c040ed3b8b4,0429e1ff,Cauldron Filler (Assessment),1,0,1,3
8dd1be952f7e7a92,0429e1ff,Cauldron Filler (Assessment),1,1,0.5,2
9ccc5c27b80aac3d,0429e1ff,Cauldron Filler (Assessment),0,3,0,0
a46325f18faf28fb,0429e1ff,Cauldron Filler (Assessment),1,0,1,3
e8b5dbb8b6cba262,0429e1ff,Mushroom Sorter (Assessment),0,2,0,0
eca919607e8af3b8,0429e1ff,Cauldron Filler (Assessment),1,1,0.5,2
ee3e6de5c9f00f92,0429e1ff,Cart Balancer (Assessment),1,0,1,3
1ae7e69a520f8f6d,043e7f32,Mushroom Sorter (Assessment),1,0,1,3
25955e68385936e4,043e7f32,Cart Balancer (Assessment),1,0,1,3
3008e57668412590,043e7f32,Cauldron Filler (Assessment),1,0,1,3
4b600b136beb0ac3,043e7f32,Chest Sorter (Assessment),0,1,0,0
609b74fdee9c8951,043e7f32,Cauldron Filler (Assessment),1,0,1,3
677116a783847799,043e7f32,Chest Sorter (Assessment),0,2,0,0
76ae7c19546b1766,043e7f32,Cauldron Filler (Assessment),1,0,1,3
7ea7c7514a54c70c,043e7f32,Chest Sorter (Assessment),0,1,0,0
8638954cdd0bd572,043e7f32,Cart Balancer (Assessment),1,0,1,3
96d54b2a361fb67c,043e7f32,Cart Balancer (Assessment),0,1,0,0
99146f3641188438,043e7f32,Cart Balancer (Assessment),1,0,1,3
9b6f9d8888290646,043e7f32,Cauldron Filler (Assessment),1,0,1,3
aa8aabe7eb810a3b,043e7f32,Chest Sorter (Assessment),0,1,0,0
b115e7f5695bf462,043e7f32,Mushroom Sorter (Assessment),1,0,1,3
c44bf3d87a8dc532,043e7f32,Cart Balancer (Assessment),1,0,1,3
c6a9a8397f6cdc2f,043e7f32,Bird Measurer (Assessment),1,2,0.3333333333333333,1
c6ecbcf0346c32fa,043e7f32,Bird Measurer (Assessment),1,1,0.5,2
f00fb079e8f115f4,043e7f32,Mushroom Sorter (Assessment),1,0,1,3
19abfc838609574f,04616599,Chest Sorter (Assessment),0,5,0,0
49ceac1312fa15fa,04616599,Mushroom Sorter (Assessment),1,0,1,3
5788464326532393,04616599,Mushroom Sorter (Assessment),1,0,1,3
5d6c64833a19911d,04616599,Bird Measurer (Assessment),1,3,0.25,1
6fba0204b171ebb3,04616599,Mushroom Sorter (Assessment),1,0,1,3
a9153b6a5104aa8b,04616599,Bird Measurer (Assessment),0,8,0,0
b4d065470d42d4c5,04616599,Cauldron Filler (Assessment),1,0,1,3
bae8216f314a0231,04616599,Cart Balancer (Assessment),1,1,0.5,2
c6133342cee562bf,04616599,Cauldron Filler (Assessment),1,0,1,3
074ae7bf09877d87,046234c2,Mushroom Sorter (Assessment),0,4,0,0
1d4eb5c744af7a28,046234c2,Cart Balancer (Assessment),1,2,0.3333333333333333,1
c9441db129567ace,046234c2,Cauldron Filler (Assessment),1,3,0.25,1
f846e136a99c6e9b,046234c2,Cauldron Filler (Assessment),0,3,0,0
0636437b11beb632,0478b042,Cauldron Filler (Assessment),1,0,1,3
1b7e8f7c511547b6,0478b042,Cart Balancer (Assessment),1,0,1,3
22280bae8e6c574e,0478b042,Mushroom Sorter (Assessment),1,0,1,3
2cde0ebfdd84def2,0478b042,Chest Sorter (Assessment),1,3,0.25,1
3bbeff1a10e8e7da,0478b042,Bird Measurer (Assessment),1,3,0.25,1
617165657d438e42,0478b042,Mushroom Sorter (Assessment),1,0,1,3
838cbfcf26e68c48,0478b042,Mushroom Sorter (Assessment),1,0,1,3
983c6a14be93bab7,0478b042,Cart Balancer (Assessment),1,0,1,3
ad28fddba7827515,0478b042,Cauldron Filler (Assessment),1,0,1,3
bc7e81bf2cbfe611,0478b042,Cauldron Filler (Assessment),1,0,1,3
e2c8bd3ce3804c45,0478b042,Chest Sorter (Assessment),1,2,0.3333333333333333,1
efa20f849098c783,0478b042,Bird Measurer (Assessment),1,2,0.3333333333333333,1
4f10402266c0abb8,04963bef,Bird Measurer (Assessment),1,1,0.5,2
